"Date","Description","Original Description","Amount","Transaction Type","Category","Account Name","Labels","Notes"
"10/01/2018","Amazon","Amzn Mktp Us*mt5rz3v80 Amzn.com/bill Wa","10.79","debit","Shopping","Cassie's Reward Card","",""
"9/28/2018","Chevron","Chevron 0206968/chevro N Las Vegas Nv","44.57","debit","Gas & Fuel","Ryan's Reward Card","",""
"9/28/2018","Cox Enterprises","Electronic Deposit Cox Enterprises","3238.81","credit","Income","Main Checking","",""
"9/28/2018","Transfer to Savings","Start Scheduled Transfer","100.00","debit","Misc Expenses","Main Checking","",""
"9/28/2018","Transfer from Main Checking","Start Scheduled Transfer Deposit","100.00","credit","Transfer","Savings","",""
"9/28/2018","Vision Source","Vision Source Las Vegas Nv","211.95","debit","Eyecare","Cassie's Reward Card","",""
"9/28/2018","Paparazzi Llc Ut","Paparazzi Llc 855-697-2727 Ut","40.74","debit","Misc Expenses","Cassie's Reward Card","",""
"9/27/2018","Allstate","Electronic Withdrawal Allstate Ins Co","179.41","debit","Auto Insurance","Main Checking","",""
"9/27/2018","Ear Nose Thr","Debit Purchase -visa 09/26 card 2863 Ear Nose And Thrlas Vegas Nv","385.00","debit","Doctor","Main Checking","",""
"9/27/2018","Paparazzi Llc Ut","Paparazzi Llc 855-697-2727 Ut","69.20","debit","Misc Expenses","Cassie's Reward Card","",""
"9/26/2018","Paparazzi Llc Ut","Paparazzi Llc 855-697-2727 Ut","134.83","debit","Misc Expenses","Cassie's Reward Card","",""
"9/24/2018","Limelife By Alcone","Limelife By Alcone 844-232-6294 Ny","33.26","debit","Hair","Cassie's Reward Card","",""
"9/24/2018","Petco","Petco 1105 63511059 Las Vegas Nv","102.81","debit","Pet Food & Supplies","Cassie's Reward Card","",""
"9/24/2018","Emily Clausen Lips","Sq *emily Clausen-lips Gosq.com Ut","82.88","debit","Hair","Cassie's Reward Card","",""
"9/24/2018","Aliante","Regal Aliante Stadium N Las Vegas Nv","2.17","debit","Fast Food","Cassie's Reward Card","",""
"9/24/2018","Smith's Food","Smiths Food #4334 North Las Veg Nv","15.89","debit","Groceries","Cassie's Reward Card","",""
"9/24/2018","Dollar Tree","Dollartree North Las Veg Nv","5.41","debit","Shopping","Cassie's Reward Card","",""
"9/24/2018","Wal-Mart","Walmart.com 800-966-6546 Ar","41.77","debit","Shopping","Cassie's Reward Card","",""
"9/24/2018","Smith's Food","Smiths Food #4345 Las Vegas Nv","94.73","debit","Groceries","Cassie's Reward Card","",""
"9/24/2018","Aliante","Regal Aliante Stadium N Las Vegas Nv","6.70","debit","Fast Food","Cassie's Reward Card","",""
"9/24/2018","Smiths Fuel N","Smiths-fuel #9334 N Las Vegas Nv","40.52","debit","Gas & Fuel","Cassie's Reward Card","",""
"9/24/2018","Albertsons","Albertsons 4091 Las Vegas Nv","31.27","debit","Groceries","Cassie's Reward Card","",""
"9/24/2018","Smith's Food","Smiths Food #4345 Las Vegas Nv","38.33","debit","Groceries","Cassie's Reward Card","",""
"9/24/2018","Wal-Mart","Wal-mart #3351 Las Vegas Nv","11.78","debit","Shopping","Cassie's Reward Card","",""
"9/21/2018","Paparazzi Llc Ut","Paparazzi Llc 855-697-2727 Ut","69.20","debit","Misc Expenses","Cassie's Reward Card","",""
"9/21/2018","Netflix","Netflix.com Netflix.com Ca","7.99","debit","Movies & DVDs","Cassie's Reward Card","",""
"9/21/2018","Paparazzi Llc Ut","Paparazzi Llc 855-697-2727 Ut","85.01","debit","Misc Expenses","Cassie's Reward Card","",""
"9/21/2018","McDonald's","Mcdonald's F26497 Las Vegas Nv","14.27","debit","Fast Food","Cassie's Reward Card","",""
"9/21/2018","Smith's Food","Smiths Food #4334 North Las Veg Nv","18.11","debit","Groceries","Cassie's Reward Card","",""
"9/20/2018","Chevron","Chevron 0301675 Las Vegas Nv","28.97","debit","Gas & Fuel","Cassie's Reward Card","",""
"9/20/2018","Bath & Body Works","Bath And Body Works 47 Las Vegas Nv","14.56","debit","Spa & Massage","Cassie's Reward Card","",""
"9/20/2018","Home Depot","The Home Depot #3324 N Las Vegas Nv","6.35","credit","Home Improvement","Cassie's Reward Card","",""
"9/19/2018","Home Depot","The Home Depot #3324 N Las Vegas Nv","12.25","debit","Home Improvement","Cassie's Reward Card","",""
"9/19/2018","Michaels","Michaels.com 800-642-4235 Pa","4.54","debit","Hobbies","Cassie's Reward Card","",""
"9/19/2018","Paparazzi Llc Ut","Paparazzi Llc 855-697-2727 Ut","118.68","debit","Misc Expenses","Cassie's Reward Card","",""
"9/19/2018","Redbox","Redbox *dvd Rental Oakbrook Ter Il","0.54","debit","Movies & DVDs","Cassie's Reward Card","",""
"9/19/2018","Michaels","Michaels Stores 9195 No Las Vegas Nv","1.62","debit","Hobbies","Cassie's Reward Card","",""
"9/18/2018","Interest","INTEREST PAYMENT","0.96","credit","Interest Income","Money Market Account","",""
"9/18/2018","Amazon","Amzn Mktp Us Amzn.com/bill Wa","1.00","debit","Shopping","Cassie's Reward Card","",""
"9/18/2018","Paparazzi Llc Ut","Paparazzi Llc 855-697-2727 Ut","192.91","debit","Misc Expenses","Cassie's Reward Card","",""
"9/18/2018","Amazon","Amzn Mktp Us Amzn.com/bill Wa","1.00","debit","Shopping","Cassie's Reward Card","",""
"9/18/2018","Amazon","Amzn Mktp Us Amzn.com/bill Wa","1.00","debit","Shopping","Cassie's Reward Card","",""
"9/18/2018","Wal-Mart","Wal-mart #4339 North Las Veg Nv","17.95","debit","Shopping","Cassie's Reward Card","",""
"9/18/2018","Smith's Food","Smiths Food #4334 North Las Veg Nv","15.50","debit","Groceries","Cassie's Reward Card","",""
"9/18/2018","Amazon","Amzn Mktp Us Amzn.com/bill Wa","1.00","debit","Shopping","Cassie's Reward Card","",""
"9/18/2018","Wal-Mart","Wal-mart #4339 North Las Veg Nv","91.31","debit","Shopping","Cassie's Reward Card","",""
"9/18/2018","Michaels","Michaels Stores 9195 No Las Vegas Nv","11.90","debit","Hobbies","Cassie's Reward Card","",""
"9/18/2018","Amazon","Amzn Mktp Us Amzn.com/bill Wa","1.00","debit","Shopping","Cassie's Reward Card","",""
"9/17/2018","Square P Ppdl","Square Inc      9424300002180917Square Inc      9424300002180917P2  PPDL*******59478Cassandra H Burton    REF # 018260001758619","126.15","credit","Misc Expenses","Student Checking","",""
"9/17/2018","Paparazzi Llc Ut","Paparazzi Llc 855-697-2727 Ut","122.84","debit","Misc Expenses","Cassie's Reward Card","",""
"9/14/2018","Weight Watchers","Weightwatchers Mp Fr 800-651-6000 Ny","51.00","debit","Groceries","Cassie's Reward Card","",""
"9/12/2018","Smiths Fuel N","Smiths-fuel #9334 N Las Vegas Nv","48.06","debit","Gas & Fuel","Cassie's Reward Card","",""
"9/12/2018","Paparazzi Llc Ut","Paparazzi Llc 855-697-2727 Ut","137.33","debit","Misc Expenses","Cassie's Reward Card","",""
"9/11/2018","Wal-Mart","Wal-mart #4339 North Las Veg Nv","9.14","debit","Shopping","Cassie's Reward Card","",""
"9/10/2018","Redbox","Redbox *dvd Rental Oakbrook Ter Il","1.08","debit","Movies & DVDs","Cassie's Reward Card","",""
"9/10/2018","Bath & Body Works","Bath And Body Works 47 Las Vegas Nv","20.74","debit","Spa & Massage","Cassie's Reward Card","",""
"9/10/2018","Children's Place","Thechildrensplace.com 201-558-2683 Nj","10.53","debit","Kids","Cassie's Reward Card","",""
"9/10/2018","Smith's Food","Smiths Food #4334 North Las Veg Nv","32.77","debit","Groceries","Cassie's Reward Card","",""
"9/10/2018","Bath & Body Works","Bath And Body Works 47 Las Vegas Nv","14.61","debit","Spa & Massage","Cassie's Reward Card","",""
"9/10/2018","Home Depot","The Home Depot #3305 Las Vegas Nv","7.55","debit","Home Improvement","Cassie's Reward Card","",""
"9/10/2018","Redbox","Redbox *dvd Rental Oakbrook Ter Il","3.52","debit","Movies & DVDs","Cassie's Reward Card","",""
"9/10/2018","Paparazzi Llc Ut","Paparazzi Llc 855-697-2727 Ut","126.50","debit","Misc Expenses","Cassie's Reward Card","",""
"9/07/2018","Paparazzi Llc Ut","Paparazzi Llc 855-697-2727 Ut","50.23","debit","Misc Expenses","Cassie's Reward Card","",""
"9/07/2018","Chevron","Chevron 0373484 Las Vegas Nv","51.05","debit","Gas & Fuel","Cassie's Reward Card","",""
"9/06/2018","Target","TARGET LAS VEGAS NV","19.10","debit","Shopping","Target Credit Card","",""
"9/06/2018","Target","TARGET DEBIT CARD ACH PAY MENT","19.10","credit","Shopping","Target Credit Card","",""
"9/06/2018","Bath & Body Works","Bath And Body Works 51 Las Vegas Nv","6.39","debit","Spa & Massage","Cassie's Reward Card","",""
"9/06/2018","Wal-Mart","Wal-mart #3351 Las Vegas Nv","39.31","debit","Shopping","Cassie's Reward Card","",""
"9/06/2018","USPS","Usps Po 3148850094 Las Vegas Nv","84.64","debit","Shipping","Cassie's Reward Card","",""
"9/06/2018","Paparazzi Llc Ut","Paparazzi Llc 855-697-2727 Ut","192.91","debit","Misc Expenses","Cassie's Reward Card","",""
"9/06/2018","Bath & Body Works","Bath And Body Works 51 Las Vegas Nv","28.74","debit","Spa & Massage","Cassie's Reward Card","",""
"9/05/2018","Home Depot","The Home Depot #3324 N Las Vegas Nv","5.38","debit","Home Improvement","Cassie's Reward Card","",""
"9/05/2018","Home Depot","The Home Depot #4420 St George Ut","32.32","debit","Home Improvement","Cassie's Reward Card","",""
"9/05/2018","Smith's Food","Smiths Food #4334 North Las Veg Nv","143.13","debit","Groceries","Cassie's Reward Card","",""
"9/05/2018","Pizza Pie Cafe","Pizza Pie Cafe St Geor St George Ut","15.77","debit","Restaurants","Cassie's Reward Card","",""
"9/04/2018","Michaels","Michaels Stores 9195 No Las Vegas Nv","29.17","debit","Hobbies","Cassie's Reward Card","",""
"9/04/2018","Apple","Apple Pay - Sent Money 877-233-8552 Ca","22.66","debit","Electronics & Software","Cassie's Reward Card","",""
"9/04/2018","Internet Thank You","Internet Payment Thank You","1588.35","credit","Credit Card Payment","Cassie's Reward Card","",""
"9/04/2018","Michaels","Michaels Stores 9195 No Las Vegas Nv","7.57","credit","Hobbies","Cassie's Reward Card","",""
"9/04/2018","Wood Connection","The Wood Connection Saint George Ut","242.57","debit","Vacation","Cassie's Reward Card","",""
"9/04/2018","Scentsy","Scentsy,inc. 877-855-0617 Id","88.86","debit","Shopping","Cassie's Reward Card","",""
"9/04/2018","Aliante","Regal Aliante Stadium N Las Vegas Nv","9.52","debit","Fast Food","Cassie's Reward Card","",""
"9/04/2018","Michaels","Michaels Stores 1601 St. George Ut","54.42","debit","Hobbies","Cassie's Reward Card","",""
"9/03/2018","Automatic Thank","AUTOMATIC PAYMENT - THANK","5.40","credit","Credit Card Payment","CREDIT CARD","",""
"8/30/2018","Albertsons","Albertsons 0089 Las Vegas Nv","50.90","debit","Groceries","Cassie's Reward Card","",""
"8/29/2018","Paparazzi Llc Ut","Paparazzi Llc 855-697-2727 Ut","129.66","debit","Misc Expenses","Cassie's Reward Card","",""
"8/27/2018","Square P Ppdl","Square Inc      9424300002180827Square Inc      9424300002180827P2  PPDL*******43191Cassandra H Burton    REF # 018239008276075","52.56","credit","Misc Expenses","Student Checking","",""
"8/27/2018","Smith's Food","Smiths Food #4345 Las Vegas Nv","49.15","debit","Groceries","Cassie's Reward Card","",""
"8/27/2018","Fantastic Sams","Fantastic Sams North Las Veg Nv","27.00","debit","Hair","Cassie's Reward Card","",""
"8/27/2018","Smith's Food","Smiths Food #4334 North Las Veg Nv","60.34","debit","Groceries","Cassie's Reward Card","",""
"8/24/2018","Chevron","Chevron 0207917 Las Vegas Nv","52.11","debit","Gas & Fuel","Cassie's Reward Card","",""
"8/24/2018","Paparazzi Llc Ut","Paparazzi Llc 855-697-2727 Ut","135.99","debit","Misc Expenses","Cassie's Reward Card","",""
"8/23/2018","KFC","Kfc D212104 Las Vegas Nv","5.95","debit","Fast Food","Cassie's Reward Card","",""
"8/22/2018","Paparazzi Llc Ut","Paparazzi Llc 855-697-2727 Ut","218.88","debit","Misc Expenses","Cassie's Reward Card","",""
"8/21/2018","Paparazzi Llc Ut","Paparazzi Llc 855-697-2727 Ut","85.01","debit","Misc Expenses","Cassie's Reward Card","",""
"8/21/2018","Michaels","Michaels Stores 2870 Henderson Nv","12.58","debit","Hobbies","Cassie's Reward Card","",""
"8/21/2018","Texaco","Texaco 0305500 Lehi Ut","34.50","debit","Gas & Fuel","Cassie's Reward Card","",""
"8/21/2018","Maverik","Maverik #402 Hurricane Ut","42.31","debit","Gas & Fuel","Cassie's Reward Card","",""
"8/21/2018","Netflix","Netflix.com Netflix.com Ca","7.99","debit","Movies & DVDs","Cassie's Reward Card","",""
"8/20/2018","Square P Ppdl","Square Inc      9424300002180820Square Inc      9424300002180820P2  PPDL*******93556Cassandra H Burton    REF # 018232004582114","91.44","credit","Misc Expenses","Student Checking","",""
"8/20/2018","Valley Fair Mall","Valley Fair Mall- West West Valley C Ut","1.87","debit","Shopping","Cassie's Reward Card","",""
"8/20/2018","Wangyi Ca","Paypal *wangyi 402-935-7733 Ca","6.78","debit","Hobbies","Cassie's Reward Card","",""
"8/20/2018","Circle K","Arctic Circle 114 Magna Ut","6.96","debit","Gas & Fuel","Cassie's Reward Card","",""
"8/20/2018","PDQ","Pdq- Lehi, Ut Lehi Ut","12.15","debit","Gas & Fuel","Cassie's Reward Card","",""
"8/20/2018","Taylor Andrews Inc.","Taylor Andrews Academy West Jordan Ut","23.52","debit","Hair","Cassie's Reward Card","",""
"8/17/2018","Interest","INTEREST PAYMENT","0.96","credit","Interest Income","Money Market Account","",""
"8/17/2018","Airbnb","Airbnb * Hmqnatqbq8 415-800-5959 Ca","131.40","debit","Hotel","Cassie's Reward Card","",""
"8/17/2018","Fat Fish Ut","Fat Fish - Ut West Valley C Ut","56.53","debit","Restaurants","Cassie's Reward Card","",""
"8/17/2018","Jiffy Lube","Jiffy Lube #2715 Magna Ut","116.43","debit","Service & Parts","Cassie's Reward Card","",""
"8/17/2018","Zipcar","Zip Car Wash Magna Ut","10.00","debit","Rental Car & Taxi","Cassie's Reward Card","",""
"8/17/2018","Airbnb","Airbnb * Hmqnatqbq8 415-800-5959 Ca","131.38","debit","Hotel","Cassie's Reward Card","",""
"8/16/2018","Transfer from Joint Checking","Internet Payment Thank You","3088.99","credit","Credit Card Payment","Cassie's Reward Card","",""
"8/16/2018","Taylor Andrews Inc.","Taylor Andrews Academy West Jordan Ut","83.00","debit","Hair","Cassie's Reward Card","",""
"8/16/2018","Smiths Fuel","Smiths-fuel #9274 West Jordan Ut","49.32","debit","Gas & Fuel","Cassie's Reward Card","",""
"8/15/2018","Shell","Shell Oil 57445630403 Parowan Ut","46.64","debit","Gas & Fuel","Cassie's Reward Card","",""
"8/14/2018","Paparazzi Llc Ut","Paparazzi Llc 855-697-2727 Ut","116.02","debit","Misc Expenses","Cassie's Reward Card","",""
"8/14/2018","Interest Charge Purchases","Interest Charge On Purchases","31.82","debit","Finance Charge","Cassie's Reward Card","",""
"8/14/2018","Weight Watchers","Weightwatchers Mp Fr 800-651-6000 Ny","51.00","debit","Groceries","Cassie's Reward Card","",""
"8/14/2018","Cedar Breaks Nm","Cedar Breaks Nm-entran Cedar City Ut","7.00","debit","Food & Dining","Cassie's Reward Card","",""
"8/14/2018","Arby's","Arby's 8409 Springville Ut","11.31","debit","Fast Food","Cassie's Reward Card","",""
"8/13/2018","Smiths Fuel N","Smiths-fuel #9334 N Las Vegas Nv","32.80","debit","Gas & Fuel","Cassie's Reward Card","",""
"8/13/2018","Burger King","Burger King #19190 Las Vegas Nv","10.70","debit","Fast Food","Cassie's Reward Card","",""
"8/12/2018","HP Instant Ink","HP *INSTANT INK","5.40","debit","Printing","CREDIT CARD","",""
"8/08/2018","Smith's Food","Smiths Food #4334 North Las Veg Nv","207.18","debit","Groceries","Cassie's Reward Card","",""
"8/06/2018","Caesars Linq Llc","Caesars Linq Llc 877-438-4457 Nv","25.00","debit","Amusement","Cassie's Reward Card","",""
"8/06/2018","Sonic","Sonic Drive In #5969 Las Vegas Nv","7.53","debit","Fast Food","Cassie's Reward Card","",""
"8/06/2018","Paparazzi Llc Ut","Paparazzi Llc 855-697-2727 Ut","100.83","debit","Misc Expenses","Cassie's Reward Card","",""
"8/03/2018","Changing Thread Md","Sq *changing Thread 877-417-4551 Md","19.80","debit","Doctor","Cassie's Reward Card","",""
"8/03/2018","Paparazzi Llc Ut","Paparazzi Llc 855-697-2727 Ut","100.04","debit","Misc Expenses","Cassie's Reward Card","",""
"8/03/2018","Paparazzi Llc Ut","Paparazzi Llc 855-697-2727 Ut","101.20","debit","Misc Expenses","Cassie's Reward Card","",""
"8/03/2018","Paparazzi Llc Ut","Paparazzi Llc 855-697-2727 Ut","63.68","debit","Misc Expenses","Cassie's Reward Card","",""
"8/03/2018","Paparazzi Llc Ut","Paparazzi Llc 855-697-2727 Ut","173.60","debit","Misc Expenses","Cassie's Reward Card","",""
"8/02/2018","Transfer from Joint Checking","Payment Thank You","30.00","credit","Credit Card Payment","Cassie's Reward Card","",""
"8/02/2018","Paparazzi Llc Ut","Paparazzi Llc 855-697-2727 Ut","177.97","debit","Misc Expenses","Cassie's Reward Card","",""
"8/02/2018","Paparazzi Llc Ut","Paparazzi Llc 855-697-2727 Ut","15.14","debit","Misc Expenses","Cassie's Reward Card","",""
"8/01/2018","Chipotle","Chipotle 2431 Las Vegas Nv","8.50","debit","Fast Food","Cassie's Reward Card","",""
"8/01/2018","Burger King","Burger King #11940 Las Vegas Nv","3.88","debit","Fast Food","Cassie's Reward Card","",""
"7/30/2018","The Pampered Chef","The Pampered Chef 888-687-2433 Il","106.90","debit","Furnishings","Cassie's Reward Card","",""
"7/30/2018","Redbox","Redbox *dvd Rental Oakbrook Ter Il","1.89","debit","Movies & DVDs","Cassie's Reward Card","",""
"7/27/2018","Cafe Rio","Cafe Rio Shadow Mounta Las Vegas Nv","20.55","debit","Fast Food","Cassie's Reward Card","",""
"7/27/2018","Quest Diagnostics Incorporated","Quest Diagnostics 702-733-7866 Nv","13.41","debit","Doctor","Cassie's Reward Card","",""
"7/27/2018","Redbox","Redbox *dvd Rental Oakbrook Ter Il","2.17","debit","Movies & DVDs","Cassie's Reward Card","",""
"7/27/2018","Quest Diagnostics Incorporated","Quest Diagnostics 702-733-7866 Nv","31.99","debit","Doctor","Cassie's Reward Card","",""
"7/27/2018","Wal-Mart","Wm Supercenter #3351 Las Vegas Nv","1.05","debit","Shopping","Cassie's Reward Card","",""
"7/26/2018","Redbox","Redbox *dvd Rental 866-733-2693 Il","1.89","debit","Movies & DVDs","Cassie's Reward Card","",""
"7/26/2018","Wal-Mart","Wal-mart #3351 Las Vegas Nv","56.31","debit","Shopping","Cassie's Reward Card","",""
"7/26/2018","Smith's Food","Smiths Food #4334 North Las Veg Nv","101.34","debit","Groceries","Cassie's Reward Card","",""
